1,00:00,24.4,1013.70,0.00,4.5,2.1,21.90,0.00,30.00,23 Jun,86,26.6,60
2,00:10,24.4,1013.70,0.00,5.4,1.3,21.90,0.00,23.00,23 Jun,86,26.7,60
3,00:20,24.4,1013.60,0.00,3.6,1.4,21.90,0.00,46.00,23 Jun,86,26.7,60
4,00:30,24.4,1013.50,0.00,4.0,1.4,21.90,0.00,51.00,23 Jun,86,26.7,60
5,00:40,24.4,1013.70,0.00,3.6,1.2,21.90,0.00,59.00,23 Jun,86,26.7,60
6,00:50,24.6,1013.60,0.00,3.6,1.5,21.90,0.00,33.00,23 Jun,85,26.7,60
7,01:00,24.6,1013.40,0.00,3.6,1.0,21.90,0.00,34.00,23 Jun,85,26.7,61
8,01:20,24.6,1013.40,0.00,3.1,1.5,21.90,0.00,46.00,23 Jun,85,26.6,61
9,01:30,24.6,1013.20,0.00,3.6,1.8,21.90,0.00,38.00,23 Jun,85,26.6,61
10,01:40,24.5,1013.20,0.00,4.9,2.7,21.80,0.00,30.00,23 Jun,85,26.4,62
11,01:50,24.4,1013.30,0.00,3.6,1.6,21.90,0.00,38.00,23 Jun,86,26.4,62
12,02:00,24.4,1013.40,0.00,4.0,1.8,21.90,0.00,39.00,23 Jun,86,26.4,62
13,02:10,24.3,1013.40,0.00,2.7,0.2,22.00,0.00,26.00,23 Jun,87,26.5,62
14,02:20,24.3,1013.50,0.00,1.8,0.6,22.00,0.00,62.00,23 Jun,87,26.4,62
15,02:30,24.2,1013.60,0.00,3.1,0.9,21.90,0.00,29.00,23 Jun,87,26.4,62
16,02:40,24.2,1013.60,0.00,3.6,1.7,21.90,0.00,36.00,23 Jun,87,26.4,62
17,02:50,24.2,1013.60,0.00,3.1,0.9,21.90,0.00,36.00,23 Jun,87,26.4,62
18,03:00,24.2,1013.50,0.00,2.2,0.8,21.90,0.00,32.00,23 Jun,87,26.4,62
19,03:20,24.0,1013.50,0.00,2.2,0.7,21.90,0.00,38.00,23 Jun,88,26.3,62
20,03:30,23.9,1013.50,0.00,1.3,0.5,21.80,0.00,20.00,23 Jun,88,26.3,62
21,03:40,23.7,1013.40,0.00,3.1,0.8,21.80,0.00,41.00,23 Jun,89,26.2,63
22,03:50,23.7,1013.50,0.00,3.6,1.0,21.80,0.00,29.00,23 Jun,89,26.1,63
23,04:00,23.6,1013.70,0.00,4.0,1.7,21.70,0.00,35.00,23 Jun,89,25.9,63
24,04:10,23.5,1013.90,0.00,1.8,0.5,21.60,0.00,21.00,23 Jun,89,25.9,63
25,04:20,23.4,1013.50,0.00,2.2,0.7,21.70,0.00,21.00,23 Jun,90,25.9,63
26,04:30,23.4,1013.60,0.00,4.0,1.1,21.70,0.00,58.00,23 Jun,90,25.8,63
27,04:40,23.4,1013.50,0.00,4.9,2.3,21.70,0.00,28.00,23 Jun,90,25.8,63
28,04:50,23.4,1013.70,0.00,4.0,1.0,21.70,0.00,48.00,23 Jun,90,25.7,64
29,05:00,23.2,1013.90,0.00,2.7,0.9,21.50,0.00,72.00,23 Jun,90,25.6,64
30,05:10,23.2,1013.90,0.00,2.2,0.8,21.50,0.00,22.00,23 Jun,90,25.6,64
31,05:20,23.2,1014.20,0.00,2.2,0.6,21.30,0.00,20.00,23 Jun,89,25.6,63
32,05:30,23.2,1014.30,0.00,1.8,0.3,21.50,0.00,5.00,23 Jun,90,25.7,63
33,05:40,23.2,1014.40,0.00,4.0,0.7,21.50,0.00,19.00,23 Jun,90,25.7,63
34,05:50,23.1,1014.50,0.00,2.7,0.5,21.20,0.00,39.00,23 Jun,89,25.7,63
35,06:00,23.1,1014.50,0.00,1.8,0.6,21.40,0.00,42.00,23 Jun,90,25.5,63
36,06:10,23.2,1014.70,0.00,2.2,0.6,21.50,0.00,8.00,23 Jun,90,25.6,63
37,06:20,23.2,1014.70,0.00,2.2,0.5,21.50,0.00,26.00,23 Jun,90,25.6,63
38,06:30,23.3,1014.70,0.00,2.2,0.7,21.40,0.00,42.00,23 Jun,89,25.6,64
39,06:40,23.6,1014.70,0.00,3.6,0.5,21.90,0.00,47.00,23 Jun,90,25.6,64
40,06:50,23.7,1014.60,0.00,2.7,0.7,21.80,0.00,349.00,23 Jun,89,25.7,64
41,07:00,23.8,1014.60,0.00,4.5,1.5,21.90,0.00,50.00,23 Jun,89,25.8,64
42,07:10,24.1,1014.80,0.00,4.0,1.4,22.20,0.00,62.00,23 Jun,89,25.8,64
43,07:20,24.6,1014.90,0.00,2.7,0.9,22.30,0.00,39.00,23 Jun,87,25.9,64
44,07:30,24.7,1014.80,0.00,4.0,1.5,22.20,0.00,46.00,23 Jun,86,26.1,64
45,07:40,24.9,1014.70,0.00,4.5,1.7,22.20,0.00,70.00,23 Jun,85,26.1,64
46,07:50,25.1,1014.90,0.00,5.8,2.3,22.20,0.00,64.00,23 Jun,84,26.1,64
47,08:00,24.9,1014.70,0.00,6.7,3.1,22.00,0.00,58.00,23 Jun,84,25.8,64
48,08:10,25.0,1014.90,0.00,4.9,2.3,22.30,0.00,60.00,23 Jun,85,25.9,64
49,08:20,25.5,1014.80,0.00,4.9,2.4,22.20,0.00,46.00,23 Jun,82,25.9,64
50,08:30,25.9,1014.90,0.00,5.4,2.1,22.40,0.00,64.00,23 Jun,81,26.1,63
51,08:40,25.9,1015.00,0.00,5.4,2.3,22.20,0.00,68.00,23 Jun,80,26.1,63
52,08:50,25.9,1015.10,0.00,4.0,1.5,21.80,0.00,72.00,23 Jun,78,26.3,62
53,09:00,26.1,1015.10,0.00,4.0,2.3,22.20,0.00,91.00,23 Jun,79,26.2,62
54,09:10,26.2,1015.10,0.00,3.6,1.6,22.50,0.00,129.00,23 Jun,80,26.4,63
55,09:20,24.8,1015.20,0.00,4.5,2.5,22.10,0.00,176.00,23 Jun,85,26.1,64
56,09:30,24.6,1015.20,0.00,3.6,1.9,22.30,0.00,187.00,23 Jun,87,25.9,65
57,09:40,24.6,1015.20,0.00,3.6,2.0,22.30,0.00,166.00,23 Jun,87,25.8,65
58,09:50,24.7,1015.20,0.00,4.5,1.9,22.20,0.00,176.00,23 Jun,86,25.8,65
59,10:00,24.8,1015.20,0.00,4.0,2.1,21.90,0.00,161.00,23 Jun,84,25.6,64
60,10:10,24.9,1015.10,0.00,4.9,2.3,22.00,0.00,168.00,23 Jun,84,25.4,65
61,10:20,24.9,1015.10,0.00,4.5,2.5,21.80,0.00,179.00,23 Jun,83,25.4,65
62,10:30,25.1,1015.10,0.00,4.5,2.6,22.00,0.00,161.00,23 Jun,83,25.3,65
63,10:40,25.0,1015.00,0.00,4.0,2.5,21.90,0.00,172.00,23 Jun,83,25.2,65
64,10:50,25.2,1015.20,0.00,4.5,2.5,21.90,0.00,174.00,23 Jun,82,25.3,65
65,11:00,25.4,1015.20,0.00,4.5,2.1,21.90,0.00,172.00,23 Jun,81,25.4,64
66,11:10,25.3,1015.30,0.00,4.5,2.2,21.80,0.00,169.00,23 Jun,81,25.4,64
67,11:20,25.4,1015.30,0.00,4.9,2.7,21.90,0.00,160.00,23 Jun,81,25.3,65
68,11:30,25.3,1015.20,0.00,4.0,2.3,22.00,0.00,171.00,23 Jun,82,25.3,65
69,11:40,25.2,1015.30,0.00,4.5,2.4,21.70,0.00,164.00,23 Jun,81,25.3,63
70,11:50,25.6,1015.30,0.00,3.1,1.8,21.70,0.00,162.00,23 Jun,79,25.4,63
71,12:00,25.8,1015.40,0.00,4.0,1.8,21.90,0.00,159.00,23 Jun,79,25.6,63
72,12:10,26.1,1015.40,0.00,3.1,2.1,22.00,0.00,164.00,23 Jun,78,25.6,63
73,12:20,26.5,1015.40,0.00,3.1,1.3,21.90,0.00,228.00,23 Jun,76,26.0,63
74,12:30,26.3,1015.30,0.00,4.5,1.7,22.20,0.00,242.00,23 Jun,78,26.4,61
75,12:40,26.3,1015.20,0.00,4.0,1.8,22.40,0.00,255.00,23 Jun,79,26.8,61
76,12:50,26.9,1015.10,0.00,3.1,0.9,22.50,0.00,239.00,23 Jun,77,27.1,61
77,13:00,26.4,1015.00,0.00,4.5,2.2,22.30,0.00,247.00,23 Jun,78,27.2,61
78,13:10,25.8,1014.80,0.00,4.9,2.6,22.10,0.00,246.00,23 Jun,80,27.3,60
79,13:20,25.9,1014.90,0.00,4.0,1.9,22.20,0.00,237.00,23 Jun,80,27.4,60
80,13:30,26.3,1014.90,0.00,4.0,1.1,22.60,0.00,241.00,23 Jun,80,27.4,60
81,13:40,26.6,1014.80,0.00,4.9,1.9,22.70,0.00,244.00,23 Jun,79,27.6,60
82,13:50,26.8,1014.90,0.00,4.0,1.6,22.40,0.00,239.00,23 Jun,77,27.7,59
83,14:00,26.4,1014.90,0.00,4.5,2.3,22.50,0.00,254.00,23 Jun,79,27.7,59
84,14:10,26.9,1014.90,0.00,4.0,1.5,22.70,0.00,242.00,23 Jun,78,27.8,59
85,14:20,27.2,1014.80,0.00,4.0,1.3,22.80,0.00,244.00,23 Jun,77,27.7,58
86,14:30,27.4,1014.70,0.00,3.1,0.9,22.40,0.00,214.00,23 Jun,74,27.5,57
87,14:40,27.6,1014.60,0.00,3.6,1.0,22.80,0.00,288.00,23 Jun,75,27.4,55
88,14:50,27.9,1014.50,0.00,3.6,1.1,22.80,0.00,253.00,23 Jun,74,27.3,55
89,15:00,28.1,1014.50,0.00,3.1,0.8,22.10,0.00,248.00,23 Jun,70,27.3,54
90,15:10,28.4,1014.50,0.00,3.1,0.7,22.40,0.00,234.00,23 Jun,70,27.2,54
91,15:20,28.2,1014.40,0.00,3.6,1.3,22.70,0.00,251.00,23 Jun,72,27.2,53
92,15:30,28.2,1014.40,0.00,4.5,1.1,22.90,0.00,250.00,23 Jun,73,27.2,54
93,15:40,28.6,1014.30,0.00,2.7,0.9,23.10,0.00,232.00,23 Jun,72,27.2,54
94,15:50,28.4,1014.30,0.00,3.6,1.2,23.10,0.00,246.00,23 Jun,73,27.2,55
95,16:00,27.9,1014.20,0.00,3.1,0.7,22.40,0.00,220.00,23 Jun,72,27.2,56
96,16:10,27.9,1014.10,0.00,1.8,0.6,21.90,0.00,223.00,23 Jun,70,27.2,55
97,16:20,28.3,1014.00,0.00,1.8,0.6,22.10,0.00,111.00,23 Jun,69,27.2,55
0,16:33,27.7,1013.9,0.0,4.7,1.8,21.0,0.0,218,23 Jun,67,27.1,53
0,16:40,27.5,1013.9,0.0,4.7,1.8,22.2,0.0,222,23 Jun,73,27.1,53
0,16:50,27.6,1013.7,0.0,6.5,2.2,21.9,0.0,253,23 Jun,71,27.0,53
0,17:00,28.5,1013.7,0.0,9.7,2.2,21.3,0.0,217,23 Jun,65,27.0,52
0,17:10,29.1,1013.7,0.0,7.9,2.5,21.3,0.0,214,23 Jun,63,27.0,52
0,17:20,29.4,1013.7,0.0,6.5,1.8,21.9,0.0,229,23 Jun,64,27.0,51
0,17:40,29.3,1013.5,0.0,11.2,4.3,20.2,0.0,242,23 Jun,58.0,26.9,50
0,17:50,29.9,1013.5,0.0,3.2,1.1,18.7,0.0,304,23 Jun,51.0,26.9,49
0,18:00,30.4,1013.5,0.0,4.7,1.1,19.1,0.0,263,23 Jun,51.0,26.9,49
0,18:10,29.9,1013.5,0.0,16.2,4.0,18.7,0.0,246,23 Jun,51.0,26.9,49
0,18:20,29.3,1013.4,0.0,6.5,4.0,17.8,0.0,245,23 Jun,50.0,26.9,48
0,18:30,28.9,1013.4,0.0,9.7,2.2,18.7,0.0,244,23 Jun,54.0,26.9,47
0,18:41,29.0,1013.4,0.0,11.2,2.5,18.5,0.0,261,23 Jun,53.0,26.8,47
0,18:51,29.2,1013.5,0.0,6.5,1.8,18.6,0.0,251,23 Jun,53.0,26.8,46
0,19:01,29.2,1013.7,0.0,6.5,1.8,20.6,0.0,249,23 Jun,60.0,26.8,46
0,19:11,28.8,1013.7,0.0,13.0,2.5,21.1,0.0,254,23 Jun,63.0,26.8,46
0,19:21,28.6,1013.7,0.0,6.5,1.4,19.5,0.0,229,23 Jun,58.0,26.7,47
0,19:31,28.4,1013.7,0.0,11.2,4.0,18.5,0.0,257,23 Jun,55.0,26.7,47
0,19:41,28.5,1013.8,0.0,4.7,2.2,18.6,0.0,260,23 Jun,55.0,26.7,46
0,19:51,28.4,1013.8,0.0,6.5,0.7,18.5,0.0,259,23 Jun,55.0,26.7,46
0,20:01,28.2,1013.7,0.0,4.7,1.1,18.6,0.0,247,23 Jun,56.0,26.6,46
0,20:11,28.1,1013.7,0.0,3.2,1.1,18.8,0.0,250,23 Jun,57.0,26.6,46
0,20:21,27.9,1013.6,0.0,3.2,1.1,18.0,0.0,250,23 Jun,55.0,26.5,45
0,20:31,27.9,1013.9,0.0,3.2,0.7,18.0,0.0,250,23 Jun,55.0,26.4,45
0,20:41,27.8,1013.9,0.0,4.7,0.7,19.6,0.0,207,23 Jun,61.0,26.4,45
0,21:01,27.6,1013.8,0.0,1.4,0.0,19.1,0.0,201,23 Jun,60.0,26.4,45
0,21:11,27.7,1013.8,0.0,0.0,0.0,19.0,0.0,201,23 Jun,59.0,26.4,45
0,21:21,27.7,1013.8,0.0,4.7,1.8,19.0,0.0,106,23 Jun,59.0,26.4,45
0,21:31,27.2,1013.8,0.0,4.7,2.9,20.3,0.0,76,23 Jun,66.0,26.4,45
0,21:41,26.9,1013.7,0.0,6.5,4.3,20.3,0.0,63,23 Jun,67.0,26.3,46
0,21:51,26.9,1013.7,0.0,4.7,3.2,19.5,0.0,57,23 Jun,64.0,26.3,46
0,22:01,27.1,1013.8,0.0,4.7,2.5,19.4,0.0,69,23 Jun,63.0,26.3,46
0,22:11,27.1,1014.0,0.0,4.7,2.9,18.4,0.0,95,23 Jun,59.0,26.3,46
